0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.093182884,0.3455888,-0.13879825,1.1333033,-0.072404325,0.55373144,0.7236222,0.5690557,-0.08425633,0.6487419,1.5828598,0.25226003,0.54027766,-0.12295798,-0.16988336,-0.15084468,-0.10355004,-0.16243635,-0.11700727,-0.1014987,-0.15792727,0.79475313,0.22087066,-0.124429874,-0.15488583,-0.13144273,0.58596635,0.50740427,-0.010816838,-0.10107911,-0.0807423,0.8730063
2.927349,2.0733428,2.3703325,-0.31456497,2.7551324,-0.43264285,-0.12528606,-0.5146295,1.9838146,-0.50880736,0.5672517,-0.19886099,2.6661735,2.1490164,-0.2993738,2.3981512,2.5642369,1.810212,1.8028309,1.6532614,1.7249401,-0.5166275,-0.57317686,2.4256237,1.5559267,1.9206132,-0.51576537,-0.44322535,1.7603303,2.652019,1.5177314,-0.33512288
-0.14927952,1.09298,-0.19691361,0.31926513,-0.00943039,0.4183656,0.60285527,0.7798145,-0.06453902,0.40329963,-0.43014875,0.7473483,-0.10123358,-0.12143018,-0.2685903,-0.09342149,-0.18890028,-0.059843685,-0.12513456,-0.14420676,-0.06725202,1.5560066,0.38460633,-0.0659185,-0.09746065,-0.08201016,0.5442997,0.38601425,-0.13802335,-0.082731664,-0.1428263,0.9007695
-0.043839864,-0.002965565,-0.117534295,1.028866,-0.13453348,0.72512525,0.9545537,0.48075587,-0.10698283,0.527263,1.5498034,-0.009039109,0.30804375,-0.17385949,-0.021656059,-0.16796772,-0.087402605,-0.12417562,-0.1122328,-0.14015724,-0.116192855,1.0348306,0.15537651,-0.15184705,-0.18785855,-0.10747651,0.47629368,0.66770816,-0.061532576,-0.015714562,0.1878473,0.6951178
1.7179509,-0.28607392,1.5539049,-0.41278312,1.7377958,-0.41829225,-0.28361917,-0.36303267,2.0887558,-0.23752935,-0.26856273,-0.2969032,1.3912339,1.7344041,0.16638698,1.9400446,1.9037938,2.2027922,1.7405246,1.964504,1.8734936,-0.12315692,-0.24806724,1.6263878,1.7109075,1.6402843,-0.30942622,-0.34114653,1.5651302,1.644754,0.381864,-0.38953993
0.018254807,-0.022578277,0.40080276,-0.21789216,0.4307979,-0.05535434,-0.2806525,-0.06620286,0.98509353,0.030808369,-0.32865533,-0.15946609,-0.032218173,0.50195843,0.55499554,0.56448406,0.3177291,0.53506833,0.5299991,0.6502321,1.1312946,0.4664775,0.54322255,0.041975766,1.1215726,0.16399032,0.06323126,-0.06331282,0.33439305,0.10423291,-0.17977633,-0.15873507
-0.117166676,-0.24297695,0.019511042,-0.05534282,-0.12420946,0.11645202,-0.07347205,0.45610493,-0.066955596,-0.095120825,-0.33560953,-0.08174236,-0.24381454,-0.07501906,-0.09997351,0.3423615,-0.07042595,0.3434905,-0.06038752,-0.05389535,0.26200616,1.0724946,0.9760137,-0.097549915,0.58764416,-0.029472798,0.08869234,0.33908507,-0.26293927,-0.23311324,-0.37594697,-0.096874975
-0.14751162,-0.27064177,-0.122199275,0.94880974,-0.11653187,0.0689227,-0.035778254,0.5409848,-0.2178363,0.4181097,-0.39823785,0.36818993,-0.040747445,-0.12949431,0.35618302,-0.14173822,-0.10420103,-0.16877222,-0.10226282,-0.10138639,-0.12275346,1.3337315,0.75123143,-0.117992975,-0.15347266,-0.10167412,0.6715068,0.5832335,-0.19976696,-0.20151417,-0.21486238,0.31313288
0.037691623,-0.47961947,0.79430884,-0.054407783,-0.19972394,-0.09504336,-0.34854242,0.26830754,-0.0322696,-0.2218993,-0.072882526,-0.24437313,-0.3481882,-0.023417195,-0.050278794,0.78233904,-0.028958453,0.61221486,0.06527793,0.34852657,0.42815563,1.4034353,1.2004734,-0.03759093,0.99529153,0.046149597,0.039152425,-0.08670225,-0.29857802,-0.15281531,-0.26206166,-0.31393152
-0.074153125,-0.54858154,0.24793032,-0.20578133,-0.13270299,-0.051717766,-0.2918445,0.25612763,-0.05067671,-0.024893036,-0.18010165,-0.023812829,-0.26099646,-0.031416632,0.71278274,0.41536298,-0.042170282,0.20117602,-0.06436866,-0.02560856,0.040794857,-0.06696655,0.8974298,-0.07130577,0.43172577,-0.056724668,0.09156965,0.11744506,-0.18238437,-0.086960874,-0.21424697,-0.18870501
-0.05110226,0.57890123,-0.10876943,1.4349903,-0.06796982,0.543444,0.6588109,0.52175707,-0.050127055,0.5999458,1.5062178,0.15099245,0.7317208,-0.07625871,-0.2247897,-0.112457536,-0.10088887,-0.12650862,-0.09511599,-0.10103174,-0.10237862,0.37966344,0.24496791,-0.123072304,-0.13541551,-0.0867012,0.7338804,0.481058,-0.028042102,-0.064295284,-0.100188315,0.7418674
1.1280539,-0.37969783,1.4832858,-0.30601558,0.4214882,-0.24326614,-0.18994981,-0.17381808,1.0916766,-0.22874048,-0.15810458,-0.60469383,-0.09616144,0.99849224,0.5584146,1.2519237,0.8705866,1.32105,0.7375392,1.6169348,1.414746,-0.111616865,0.3425678,0.7136168,2.1428723,0.45074812,-0.18335007,-0.30169517,0.6682457,1.1432718,-0.05964982,-0.41799304
-0.0435823,-0.042295862,-0.115742125,0.19407664,-0.09439243,0.24967247,0.02662641,0.3451002,-0.06779797,0.57036716,-0.07004864,0.8799048,-0.1980636,-0.068560116,1.076413,-0.108098604,-0.12418669,-0.1306486,-0.11803776,-0.08723726,-0.10488552,-0.030072315,0.021963052,-0.104771055,-0.13702242,-0.07034929,0.5313491,0.54679525,-0.15193199,-0.09455438,-0.049449433,0.64553696
-0.14530079,-0.31123662,0.1741043,-0.31590685,-0.18473473,-0.03131325,-0.31624493,0.20134178,0.020048227,-0.12936866,-0.26653886,-0.07568625,-0.20017198,-0.11014795,0.62170434,0.34367248,-0.036515694,1.1053196,-0.022407252,0.20627584,0.27703628,-0.083531775,0.64803535,-0.018548636,1.0152999,-0.029625788,-0.03498985,-0.016765853,-0.19157536,-0.011943588,-0.2830997,-0.16692093
-0.05629414,-0.08877493,0.04515428,-0.120062426,-0.16431242,0.31777564,-0.058788266,0.30910617,-0.15675673,0.50916445,-0.24594776,-0.022763222,-0.14167641,-0.072097294,1.5244703,0.04359656,-0.08641987,-0.002094993,-0.03418376,-0.057084627,-0.058808196,-0.21045052,0.5964681,-0.087072186,-0.045261096,-0.08015873,0.2948102,0.34822896,-0.10154313,-0.12783752,-0.041922294,-0.043430254
-0.10589268,-0.14287756,-0.06564473,0.7413539,-0.0720054,0.37718987,0.6134435,0.5552408,-0.14579834,0.56026435,-0.014073751,0.12657608,0.1983097,-0.17911369,-0.05123514,-0.12323107,-0.10525221,-0.083111174,-0.11600663,-0.11053784,-0.13212329,0.84619576,0.37256905,-0.09721306,-0.15803997,-0.10925295,0.5204116,0.48279187,-0.0035951303,-0.10626042,-0.117153406,0.5234051
1.393906,-0.27837256,1.3446321,-0.20605393,0.9713182,-0.29025397,-0.401215,-0.24189924,1.8243486,-0.2680926,-0.24780527,-0.46565515,0.12925982,1.3932314,-0.16846642,1.482324,1.011084,1.7031103,1.4461948,1.711882,1.9367373,0.5007114,0.0719974,0.6817431,1.8395067,0.87591434,-0.18123785,-0.2818054,1.074042,0.92574334,0.68056905,-0.35293052
-0.08264824,1.2084315,-0.17631893,0.86410236,-0.02647231,0.3193209,0.4705529,0.56603575,-0.11067809,0.428477,-0.14180522,0.3000655,-0.074281685,-0.102654435,-0.016443634,-0.07598445,-0.123648584,-0.07586475,-0.10558822,-0.12668853,-0.064914614,1.7146177,0.68142945,-0.10928649,-0.093704626,-0.109974705,0.59999084,0.45302004,-0.16482048,-0.11679597,-0.053613305,0.4692865
